業態コード,業態名称,営業部コード,営業部名称,店舗コード,店舗名称,営業日,曜日,曜日区分,店休,天候,最高気温,最低気温,売上分類,売上実績,売上月次予算,売上予算比,売上累計予算比,売上前年,売上前年比,客数実績,組数実績,客数客単価,客数回転数,客数月次予算,客数予算比,客数前年,客数前年比,仕入月次予算,仕入実績,売上仕入率,累計仕入率,人件費月次予算,人件費実績,売上人件費率,累計人件費率,売上FL率,累計FL率,労働時間,人時売上,廃棄額,売上廃棄率,イベント
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/21,火,平日,,晴,23.0,17.0,計,527271,500000,1.0545,1.0545,487962,1.0806,244,103,2160.9,2.77,250,0.9760,223,1.0942,0,,0.0000,0.0000,0,100732,0.1910,0.1910,0.1910,0.1910,4698,6734.0,,0.0000,
0001,千房直営,000002,第2エリア,005   ,リノアス八尾支店,2026/04/21,火,平日,,晴,22.0,15.0,計,134934,130000,1.0380,1.0380,137219,0.9833,76,35,1775.4,0.86,68,1.1176,75,1.0133,0,,0.0000,0.0000,0,52640,0.3901,0.3901,0.3901,0.3901,2577,3141.7,,0.0000,
0001,千房直営,000001,第1エリア,010   ,京都アバンティ支店,2026/04/21,火,平日,,晴,22.0,14.0,計,157623,250000,0.6305,0.6305,280628,0.5617,67,29,2352.6,1.97,162,0.4136,112,0.5982,0,,0.0000,0.0000,0,44889,0.2848,0.2848,0.2848,0.2848,2087,4531.6,,0.0000,
0001,千房直営,000001,第1エリア,013   ,堺東支店,2026/04/21,火,平日,,晴,22.0,16.0,計,127073,160000,0.7942,0.7942,219549,0.5788,73,51,1740.7,1.30,88,0.8295,122,0.5984,0,,0.0000,0.0000,0,57272,0.4507,0.4507,0.4507,0.4507,2665,2860.9,,0.0000,
0001,千房直営,000001,第1エリア,014   ,高槻阪急スクエア支店,2026/04/21,火,平日,,晴,22.0,13.0,計,110181,170000,0.6481,0.6481,185161,0.5951,59,32,1867.5,1.11,0,,99,0.5960,0,,0.0000,0.0000,0,51543,0.4678,0.4678,0.4678,0.4678,2410,2743.1,,0.0000,
0001,千房直営,000002,第2エリア,015   ,曽根崎支店,2026/04/21,火,平日,,晴,23.0,16.0,計,178206,230000,0.7748,0.7748,230829,0.7720,51,23,3494.2,1.06,76,0.6711,72,0.7083,0,,0.0000,0.0000,0,45268,0.2540,0.2540,0.2540,0.2540,2084,5130.7,,0.0000,
0001,千房直営,000004,第4エリア,034   ,華 恵比寿ガーデンプレイス店,2026/04/21,火,平日,,晴,24.0,17.0,計,292469,250000,1.1699,1.1699,187517,1.5597,39,14,7499.2,0.78,40,0.9750,35,1.1143,0,66280,0.2266,0.2266,0,77491,0.2650,0.2650,0.4916,0.4916,3339,5255.5,,0.0000,
0001,千房直営,000002,第2エリア,035   ,京橋京阪モール支店,2026/04/21,火,平日,,晴,23.0,16.0,計,128048,160000,0.8003,0.8003,105084,1.2185,65,36,1970.0,1.71,84,0.7738,57,1.1404,0,,0.0000,0.0000,0,39703,0.3101,0.3101,0.3101,0.3101,1882,4082.3,,0.0000,
0001,千房直営,000002,第2エリア,040   ,ハービスＰＬＡＺＡ梅田支店,2026/04/21,火,平日,,晴,23.0,16.0,計,160715,200000,0.8036,0.8036,183343,0.8766,63,31,2551.0,1.80,100,0.6300,87,0.7241,0,,0.0000,0.0000,0,44819,0.2789,0.2789,0.2789,0.2789,2029,4752.5,,0.0000,
0001,千房直営,000003,第3エリア,052   ,有楽町ビックカメラ支店,2026/04/21,火,平日,,晴,25.0,17.0,計,201784,250000,0.8071,0.8071,212143,0.9512,75,41,2690.5,1.34,83,0.9036,89,0.8427,0,4007,0.0199,0.0199,0,65243,0.3233,0.3233,0.3432,0.3432,2719,4452.8,,0.0000,
0001,千房直営,000003,第3エリア,053   ,そごう横浜店,2026/04/21,火,平日,,晴,24.0,17.0,計,124476,210000,0.5927,0.5927,192878,0.6454,52,27,2393.8,1.04,87,0.5977,89,0.5843,9870,31750,0.2551,0.2551,0,42678,0.3429,0.3429,0.5979,0.5979,1864,4006.7,,0.0000,
0001,千房直営,000003,第3エリア,057   ,ルミネ立川支店,2026/04/21,火,平日,,晴,24.0,15.0,計,189988,160000,1.1874,1.1874,143042,1.3282,81,47,2345.5,1.84,78,1.0385,66,1.2273,0,,0.0000,0.0000,0,61060,0.3214,0.3214,0.3214,0.3214,2690,4237.7,,0.0000,
0001,千房直営,000002,第2エリア,059   ,あべのキューズモール支店,2026/04/21,火,平日,,晴,22.0,16.0,計,121078,200000,0.6054,0.6054,208264,0.5814,70,36,1729.7,1.40,111,0.6306,104,0.6731,0,,0.0000,0.0000,0,59014,0.4874,0.4874,0.4874,0.4874,2757,2635.0,,0.0000,
0001,千房直営,000003,第3エリア,064   ,ヨドバシHD池袋ビル支店,2026/04/21,火,平日,,晴,24.0,16.0,計,100560,150000,0.6704,0.6704,65294,1.5401,49,28,2052.2,1.40,90,0.5444,33,1.4848,54600,,0.0000,0.0000,0,47648,0.4738,0.4738,0.4738,0.4738,2166,2785.6,,0.0000,
0001,千房直営,000002,第2エリア,065   ,名代JO-TERRACE OSAKA店,2026/04/21,火,平日,,晴,23.0,17.0,計,,0,,,187139,0.0000,,,,0,0,,81,0.0000,0,,,,0,0,,,,,0,,,,店休日(学校入学式)
0001,千房直営,000003,第3エリア,066   ,セレオ八王子支店,2026/04/21,火,平日,,晴,23.0,15.0,計,90504,120000,0.7542,0.7542,80582,1.1231,43,26,2104.7,1.13,62,0.6935,44,0.9773,0,,0.0000,0.0000,0,49823,0.5505,0.5505,0.5505,0.5505,2274,2388.0,,0.0000,
0001,千房直営,000002,第2エリア,067   ,ららぽーと名古屋みなとアクルス店,2026/04/21,火,平日,,晴,22.0,14.0,計,117199,140000,0.8371,0.8371,155108,0.7556,70,37,1674.3,1.25,83,0.8434,91,0.7692,0,,0.0000,0.0000,0,52355,0.4467,0.4467,0.4467,0.4467,2314,3038.9,,0.0000,
0001,千房直営,000003,第3エリア,068   ,舞 イクスピアリ店,2026/04/21,火,平日,,晴,24.0,17.0,計,363377,300000,1.2113,1.2113,426968,0.8511,150,64,2422.5,2.88,150,1.0000,204,0.7353,0,,0.0000,0.0000,0,95197,0.2620,0.2620,0.2620,0.2620,3775,5775.5,,0.0000,
0001,千房直営,000003,第3エリア,069   ,有明ガーデン支店,2026/04/21,火,平日,,晴,24.0,17.0,計,282114,220000,1.2823,1.2823,182192,1.5484,85,35,3319.0,1.73,97,0.8763,92,0.9239,48620,,0.0000,0.0000,0,69066,0.2448,0.2448,0.2448,0.2448,3067,5519.0,,0.0000,
0001,千房直営,000002,第2エリア,071   ,イオンモール各務原インター支店,2026/04/21,火,平日,,晴,22.0,14.0,計,77199,80000,0.9650,0.9650,48553,1.5900,55,26,1403.6,1.17,59,0.9322,32,1.7188,0,22819,0.2956,0.2956,0,27282,0.3534,0.3534,0.6490,0.6490,1338,3461.8,,0.0000,
0001,千房直営,600000,本社,1000  ,本社,2026/04/21,火,平日,,晴,22.0,16.0,計,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,
0001,千房直営,000004,第4エリア,101   ,ぷれじでんと南本店,2026/04/21,火,平日,,晴,23.0,17.0,計,330152,300000,1.1005,1.1005,127605,2.5873,20,6,16507.6,0.69,27,0.7407,14,1.4286,0,,0.0000,0.0000,0,62627,0.1897,0.1897,0.1897,0.1897,2551,7765.2,,0.0000,
0001,千房直営,000004,第4エリア,102   ,ぷれじでんと北店,2026/04/21,火,平日,,晴,23.0,16.0,計,285115,350000,0.8146,0.8146,355647,0.8017,22,8,12959.8,0.71,28,0.7857,30,0.7333,0,221289,0.7761,0.7761,0,89895,0.3153,0.3153,1.0914,1.0914,3941,4340.8,,0.0000,
0001,千房直営,000004,第4エリア,103   ,ぷれじでんとシェラトン都ホテル大阪店,2026/04/21,火,平日,,晴,22.0,16.0,計,,360000,0.0000,0.0000,198354,0.0000,,,,0,47,0.0000,24,0.0000,0,195224,,,0,119165,,,,,5187,0,,,
0001,千房直営,000004,第4エリア,109   ,ぷれじでんとオー・エム・ホテル日航ビル店,2026/04/21,火,平日,,晴,23.0,17.0,計,107018,250000,0.4281,0.4281,602354,0.1777,14,8,7644.1,0.50,28,0.5000,41,0.3415,0,96011,0.8971,0.8971,0,52062,0.4865,0.4865,1.3836,1.3836,2162,2970.0,,0.0000,
0001,千房直営,000004,第4エリア,111   ,ぷれじでんと大丸心斎橋店,2026/04/21,火,平日,,晴,23.0,17.0,計,301917,450000,0.6709,0.6709,309299,0.9761,48,23,6289.9,1.41,62,0.7742,57,0.8421,0,,0.0000,0.0000,0,83742,0.2774,0.2774,0.2774,0.2774,3647,4967.1,,0.0000,
0001,千房直営,000004,第4エリア,112   ,琥 虎ノ門,2026/04/21,火,平日,,晴,24.0,17.0,計,276050,250000,1.1042,1.1042,153790,1.7950,8,3,34506.3,0.57,15,0.5333,8,1.0000,0,20710,0.0750,0.0750,0,42270,0.1531,0.1531,0.2281,0.2281,1848,8962.7,,0.0000,
0001,千房直営,000004,第4エリア,113   ,ぷれじでんとRetreat,2026/04/21,火,平日,,晴,23.0,16.0,計,93788,80000,1.1724,1.1724,100295,0.9351,4,1,23447.0,0.40,6,0.6667,10,0.4000,0,,0.0000,0.0000,0,24446,0.2607,0.2607,0.2607,0.2607,1067,5273.9,,0.0000,
0001,千房直営,000001,第1エリア,301   ,道頓堀ビル店,2026/04/21,火,平日,,晴,23.0,17.0,計,1710271,1800000,0.9502,0.9502,1628009,1.0505,636,245,2689.1,3.44,0,,745,0.8537,0,449670,0.2629,0.2629,0,266590,0.1559,0.1559,0.4188,0.4188,11918,8610.2,,0.0000,
0001,千房直営,600000,本社,333   ,検証,2026/04/21,火,平日,,晴,23.0,17.0,計,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,
0001,千房直営,600000,本社,350   ,直営統括共通,2026/04/21,火,平日,,晴,22.0,16.0,計,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,
0001,千房直営,600000,本社,352   ,商品企画,2026/04/21,火,平日,,晴,22.0,16.0,計,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,
0001,千房直営,000001,第1エリア,702   ,Chibo`s Kitchen ららぽーと甲子園店,2026/04/21,火,平日,,晴,22.0,16.0,計,38689,120000,0.3224,0.3224,49508,0.7815,41,41,943.6,,0,,55,0.7455,0,,0.0000,0.0000,0,37381,0.9662,0.9662,0.9662,0.9662,1547,1500.5,,0.0000,
0001,千房直営,040000,ODEN事業部,704   ,すみ吉 心斎橋,2026/04/21,火,平日,,晴,23.0,17.0,計,179327,140000,1.2809,1.2809,99280,1.8063,24,7,7472.0,1.41,0,,11,2.1818,0,,0.0000,0.0000,0,55974,0.3121,0.3121,0.3121,0.3121,2284,4710.9,,0.0000,
0001,千房直営,030000,キッチンカー,800   ,キッチンカー,2026/04/21,火,平日,,晴,23.0,17.0,計,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,
0002,千房FC,500002,FC第2エリア,515   ,大和郡山店,2026/04/21,火,平日,,晴,22.0,12.0,計,,65000,0.0000,0.0000,,,,,,0,0,,,,0,,,,,0,,,,,0,,,,
0002,千房FC,500003,FC第3エリア,516   ,阪急服部店,2026/04/21,火,平日,,晴,22.0,14.0,計,62356,73000,0.8542,0.8542,55439,1.1248,30,15,2078.5,0.70,49,0.6122,26,1.1538,0,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500003,FC第3エリア,522   ,金剛店,2026/04/21,火,平日,休,晴,22.0,14.0,計,,0,,,,,,,,0,0,,,,0,,,,,0,,,,,0,,,,
0002,千房FC,500004,FC第4エリア,526   ,高知野市店,2026/04/21,火,平日,,晴,22.0,15.0,計,9063,25000,0.3625,0.3625,19530,0.4641,6,3,1510.5,0.26,12,0.5000,12,0.5000,8725,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500004,FC第4エリア,527   ,岡山大安寺店,2026/04/21,火,平日,,,,,計,47911,93000,0.5152,0.5152,112687,0.4252,38,22,1260.8,0.40,76,0.5000,96,0.3958,15624,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500004,FC第4エリア,529   ,高知南国店,2026/04/21,火,平日,,晴,23.0,16.0,計,96845,70000,1.3835,1.3835,61323,1.5793,65,36,1489.9,1.48,56,1.1607,53,1.2264,15353,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500004,FC第4エリア,531   ,高松レインボー店,2026/04/21,火,平日,,晴,22.0,15.0,計,81054,100000,0.8105,0.8105,85416,0.9489,53,25,1529.3,0.83,52,1.0192,60,0.8833,0,,0.0000,0.0000,0,41380,0.5105,0.5105,0.5105,0.5105,2194,2216.6,,0.0000,
0002,千房FC,500002,FC第2エリア,534   ,札幌アスティ４５店,2026/04/21,火,平日,,晴,13.0,9.0,計,80961,110000,0.7360,0.7360,115419,0.7015,57,35,1420.4,1.19,69,0.8261,77,0.7403,27390,59213,0.7314,0.7314,,0,0.0000,0.0000,0.7314,0.7314,0,,,0.0000,
0002,千房FC,500001,FC第1エリア,535   ,丸太町七本松店,2026/04/21,火,平日,,晴,22.0,14.0,計,24322,38000,0.6401,0.6401,22666,1.0731,13,8,1870.9,0.50,14,0.9286,17,0.7647,11856,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500001,FC第1エリア,537   ,橋本高野口店,2026/04/21,火,平日,,晴,20.0,10.0,計,115802,100000,1.1580,1.1580,96959,1.1943,78,36,1484.6,0.85,67,1.1642,66,1.1818,20047,63918,0.5520,0.5520,,0,0.0000,0.0000,0.5520,0.5520,0,,,0.0000,
0002,千房FC,500002,FC第2エリア,541   ,仙台一番町店,2026/04/21,火,平日,,晴,17.0,13.0,計,86342,80000,1.0793,1.0793,80917,1.0670,33,17,2616.4,0.61,32,1.0313,41,0.8049,23520,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500004,FC第4エリア,542   ,広島パセーラ店,2026/04/21,火,平日,,晴,24.0,16.0,計,65421,80000,0.8178,0.8178,139310,0.4696,46,27,1422.2,0.82,48,0.9583,70,0.6571,51569,3850,0.0589,0.0589,,0,0.0000,0.0000,0.0589,0.0589,0,,,0.0000,
0002,千房FC,500002,FC第2エリア,544   ,静岡パルシェ店,2026/04/21,火,平日,,晴,24.0,16.0,計,29533,115000,0.2568,0.2568,94508,0.3125,15,11,1968.9,0.38,69,0.2174,49,0.3061,21735,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500001,FC第1エリア,546   ,江坂店,2026/04/21,火,平日,休,晴,22.0,15.0,計,,0,,,33745,0.0000,,,,0,0,,25,0.0000,0,,,,,0,,,,,0,,,,
0002,千房FC,500002,FC第2エリア,554   ,ザ・モール仙台長町店,2026/04/21,火,平日,,晴,17.0,12.0,計,43972,80000,0.5497,0.5497,66555,0.6607,25,16,1758.9,0.50,48,0.5208,45,0.5556,0,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500003,FC第3エリア,558   ,ADVANCE 広尾店,2026/04/21,火,平日,,晴,24.0,17.0,計,350300,230000,1.5230,1.5230,235950,1.4846,16,5,21893.8,0.76,23,0.6957,16,1.0000,0,21513,0.0614,0.0614,,29693,0.0848,0.0848,0.1462,0.1462,1120,18766.1,,0.0000,
0002,千房FC,500004,FC第4エリア,560   ,イオンモール白山店,2026/04/21,火,平日,,晴,21.0,12.0,計,88124,95000,0.9276,0.9276,64385,1.3687,56,30,1573.6,1.12,63,0.8889,46,1.2174,0,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
0002,千房FC,500001,FC第1エリア,561   ,京都祇園店,2026/04/21,火,平日,,晴,21.0,13.0,計,116671,200000,0.5834,0.5834,173719,0.6716,57,21,2046.9,1.39,68,0.8382,73,0.7808,0,3034,0.0260,0.0260,,0,0.0000,0.0000,0.0260,0.0260,0,,,0.0000,
0002,千房FC,500004,FC第4エリア,562   ,せんちゅうパル店,2026/04/21,火,平日,,晴,22.0,14.0,計,155143,190000,0.8165,0.8165,174360,0.8898,94,53,1650.5,3.48,133,0.7068,107,0.8785,0,,0.0000,0.0000,0,83427,0.5377,0.5377,0.5377,0.5377,3495,2663.4,,0.0000,
0002,千房FC,500003,FC第3エリア,563   ,北新地,2026/04/21,火,平日,,晴,23.0,16.0,計,46940,170000,0.2761,0.2761,265680,0.1767,15,6,3129.3,,20,0.7500,18,0.8333,10880,,0.0000,0.0000,,0,0.0000,0.0000,0.0000,0.0000,0,,,0.0000,
1004,千房フロンティア,300000,IZAKAYA事業部,703   ,いやさか 福島本店,2026/04/21,火,平日,,晴,22.0,16.0,計,352079,380000,0.9265,0.9265,364067,0.9671,98,17,3592.6,1.36,104,0.9423,89,1.1011,0,12707,0.0361,0.0361,0,63848,0.1813,0.1813,0.2174,0.2174,2962,7131.9,,0.0000,
1004,千房フロンティア,300000,IZAKAYA事業部,705   ,ときわ福島,2026/04/21,火,平日,,晴,22.0,16.0,計,98148,110000,0.8923,0.8923,97838,1.0032,24,5,4089.5,0.60,30,0.8000,27,0.8889,0,13124,0.1337,0.1337,0,15471,0.1576,0.1576,0.2913,0.2913,716,8224.7,,0.0000,
1004,千房フロンティア,300000,IZAKAYA事業部,706   ,いやさか別邸(旧 大阪吉野工房),2026/04/21,火,平日,,晴,22.0,16.0,計,0,2000,0.0000,0.0000,0,,0,0,,,1,0.0000,0,,0,,,,0,0,,,,,0,,,,
